# BUSCO version is: 3.0.2 
# The lineage dataset is: fungi_odb9 (Creation date: 2016-02-13, number of species: 85, number of BUSCOs: 290)
# To reproduce this run: python /opt/linux/centos/7.x/x86_64/pkgs/busco/3.0.2/scripts/run_BUSCO.py -i /bigdata/stajichlab/shared/projects/Chytrid/Chytrid_Phylogenomics/LCG/Assembly/genomes/Phlyctochytrium_bullatum_JEL0754.spades_sorted.fasta -o Phlyctochytrium_bullatum_JEL0754.spades_sorted -l /bigdata/operations/pkgadmin/srv/projects/db/BUSCO/v9/fungi_odb9/ -m genome -c 4 -t /scratch/978385_21/ -sp batrachochytrium_dendrobatidis_G2
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG092C00SU	Fragmented	scaffold_214	36865	38034	141.9	223
EOG092C00WD	Fragmented	scaffold_592	1	12248	1148.4	987
EOG092C02J3	Complete	scaffold_422	7117	13678	1418.8	1258
EOG092C038B	Fragmented	scaffold_44	65165	67763	268.8	257
EOG092C03KT	Missing
EOG092C07CA	Complete	scaffold_74	10806	14422	455.9	505
EOG092C08KH	Complete	scaffold_374	21648	27557	953.8	807
EOG092C097K	Complete	scaffold_160	10466	14049	595.1	509
EOG092C0B3U	Missing
EOG092C0BAH	Complete	scaffold_445	1	6933	982.9	800
EOG092C0BPW	Missing
EOG092C0C5J	Fragmented	scaffold_11	67949	69483	201.9	191
EOG092C0C7Z	Missing
EOG092C0CHR	Fragmented	scaffold_418	9790	17773	597.3	515
EOG092C0CZK	Complete	scaffold_414	3645	19137	397.5	676
EOG092C0F0X	Complete	scaffold_242	8884	13115	726.8	657
EOG092C0I1P	Duplicated	scaffold_10	7667	10496	794.1	550
EOG092C0I1P	Duplicated	scaffold_369	25347	28199	809.1	548
EOG092C0JYF	Fragmented	scaffold_94	51680	56006	117.2	253
EOG092C0K4D	Fragmented	scaffold_53	65686	72630	288.6	357
EOG092C0KG1	Complete	scaffold_197	9805	20491	327.6	486
EOG092C0KYA	Complete	scaffold_287	10060	13669	202.5	246
EOG092C0N3X	Complete	scaffold_516	15169	17542	312.9	459
EOG092C0OA7	Complete	scaffold_192	39251	42955	379.2	552
EOG092C0P21	Complete	scaffold_89	45353	49663	735.9	637
EOG092C0QZM	Complete	scaffold_402	8397	21021	364.7	524
EOG092C0RGR	Complete	scaffold_228	18912	22226	777.9	658
EOG092C0ROF	Missing
EOG092C0ST1	Fragmented	scaffold_45	31943	43345	560.6	417
EOG092C0TYK	Complete	scaffold_703	10325	13066	288.7	270
EOG092C0U5S	Fragmented	scaffold_539	1	7180	143.0	168
EOG092C0UR7	Fragmented	scaffold_112	16297	22367	309.9	270
EOG092C0VEN	Fragmented	scaffold_217	4748	12670	281.6	292
EOG092C0WBD	Fragmented	scaffold_47	31611	34221	191.7	239
EOG092C0WZC	Fragmented	scaffold_74	24923	27081	343.0	302
EOG092C0XD0	Missing
EOG092C0Y9M	Complete	scaffold_726	10565	12756	117.5	247
EOG092C0YZZ	Complete	scaffold_53	7838	13466	740.5	483
EOG092C0ZT0	Missing
EOG092C11L7	Complete	scaffold_188	27990	32816	562.2	439
EOG092C11NN	Complete	scaffold_58	2337	5022	935.3	529
EOG092C121R	Complete	scaffold_383	29075	31887	256.8	372
EOG092C12O0	Missing
EOG092C12WO	Missing
EOG092C19ZG	Complete	scaffold_145	4991	11383	1180.4	912
EOG092C1AHP	Complete	scaffold_90	15232	18778	136.5	357
EOG092C1F4W	Fragmented	scaffold_73	65429	66097	302.2	169
EOG092C1FRM	Complete	scaffold_470	13265	15613	203.9	356
EOG092C1ILX	Complete	scaffold_204	16378	27562	141.0	180
EOG092C1JHE	Complete	scaffold_12	11034	16080	166.2	191
EOG092C1KCQ	Missing
EOG092C1KNC	Complete	scaffold_37	59623	61416	314.4	281
EOG092C1M1S	Complete	scaffold_389	14156	17545	451.9	457
EOG092C1O5L	Fragmented	scaffold_296	10997	23184	134.1	128
EOG092C1OUP	Fragmented	scaffold_816	4502	15556	133.6	168
EOG092C1PRY	Fragmented	scaffold_2500	1	1542	255.5	210
EOG092C1RXZ	Complete	scaffold_1529	1	2528	480.4	421
EOG092C1TLO	Complete	scaffold_125	16843	21536	173.1	408
EOG092C1U6R	Missing
EOG092C1UDO	Fragmented	scaffold_137	53135	53887	179.6	122
EOG092C1URX	Complete	scaffold_709	8294	10851	411.5	325
EOG092C1VMQ	Complete	scaffold_80	58586	61877	445.0	357
EOG092C1VT8	Complete	scaffold_149	50924	52924	624.5	397
EOG092C1W1B	Complete	scaffold_1809	1079	2919	434.2	344
EOG092C1WBG	Complete	scaffold_13	89430	91759	223.4	389
EOG092C1YG7	Complete	scaffold_54	65861	67388	316.1	273
EOG092C1ZRG	Complete	scaffold_850	1918	3318	386.9	273
EOG092C20OL	Fragmented	scaffold_1133	3387	5156	149.5	112
EOG092C21L2	Complete	scaffold_56	55259	57478	623.2	410
EOG092C221B	Complete	scaffold_20	5174	8046	74.5	153
EOG092C22C1	Duplicated	scaffold_151	23661	25743	523.8	376
EOG092C22C1	Duplicated	scaffold_184	7297	9406	538.7	374
EOG092C236M	Fragmented	scaffold_32	52740	64167	130.5	154
