# BUSCO version is: 3.0.2 
# The lineage dataset is: fungi_odb9 (Creation date: 2016-02-13, number of species: 85, number of BUSCOs: 290)
# To reproduce this run: python /opt/linux/centos/7.x/x86_64/pkgs/busco/3.0.2/scripts/run_BUSCO.py -i /bigdata/stajichlab/shared/projects/Chytrid/Chytrid_Phylogenomics/LCG/Assembly/genomes/Allomyces_arbuscula_Burma_1F.dipspades_sorted.fasta -o Allomyces_arbuscula_Burma_1F.dipspades_sorted -l /bigdata/operations/pkgadmin/srv/projects/db/BUSCO/v9/fungi_odb9/ -m genome -c 4 -t /scratch/1004159_46/ -sp batrachochytrium_dendrobatidis_G2
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG092C00SU	Complete	scaffold_5	16394	26036	351.6	548
EOG092C00WD	Complete	scaffold_35	49489	60595	1574.8	1248
EOG092C02J3	Complete	scaffold_52	32613	47235	1275.0	1449
EOG092C038B	Fragmented	scaffold_43	48712	56888	164.3	331
EOG092C03KT	Complete	scaffold_93	58305	69147	287.3	481
EOG092C07CA	Complete	scaffold_2	28584	41343	560.5	801
EOG092C08KH	Complete	scaffold_30	2953	7679	1245.4	889
EOG092C097K	Missing
EOG092C0B3U	Complete	scaffold_169	4796	7911	411.6	525
EOG092C0BAH	Complete	scaffold_1	185889	190932	855.3	720
EOG092C0BPW	Complete	scaffold_3	366397	371037	383.4	454
EOG092C0C5J	Complete	scaffold_40	75270	83606	1187.3	947
EOG092C0C7Z	Fragmented	scaffold_31	62698	71448	89.5	332
EOG092C0CHR	Complete	scaffold_48	110158	113574	1189.7	822
EOG092C0CZK	Fragmented	scaffold_65	1	6282	221.1	269
EOG092C0F0X	Complete	scaffold_81	79443	83519	896.5	704
EOG092C0I1P	Complete	scaffold_14	253198	256337	938.1	556
EOG092C0JYF	Complete	scaffold_9	50230	58517	530.6	741
EOG092C0K4D	Complete	scaffold_17	143493	155545	637.6	658
EOG092C0KG1	Complete	scaffold_27	31743	41096	397.7	576
EOG092C0KYA	Complete	scaffold_4	411873	413431	253.4	303
EOG092C0N3X	Complete	scaffold_4	363699	367131	607.9	523
EOG092C0OA7	Complete	scaffold_34	174143	177355	246.5	361
