# BUSCO version is: 3.0.2 
# The lineage dataset is: fungi_odb9 (Creation date: 2016-02-13, number of species: 85, number of BUSCOs: 290)
# To reproduce this run: python /opt/linux/centos/7.x/x86_64/pkgs/busco/3.0.2/scripts/run_BUSCO.py -i /bigdata/stajichlab/shared/projects/Chytrid/Chytrid_Phylogenomics/LCG/Assembly/genomes/Geranomyces_variabilis_JEL0567.spades_sorted.fasta -o Geranomyces_variabilis_JEL0567.spades_sorted -l /bigdata/operations/pkgadmin/srv/projects/db/BUSCO/v9/fungi_odb9/ -m genome -c 4 -t /scratch/978385_16/ -sp batrachochytrium_dendrobatidis_G2
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG092C00SU	Complete	scaffold_6	651823	657428	438.7	540
EOG092C00WD	Complete	scaffold_44	49968	57765	1619.0	1260
EOG092C02J3	Complete	scaffold_11	469222	476110	1441.8	1266
EOG092C038B	Complete	scaffold_13	373863	378830	567.1	572
EOG092C03KT	Complete	scaffold_7	445398	453185	439.4	486
EOG092C07CA	Complete	scaffold_15	11009	16041	742.1	759
EOG092C08KH	Duplicated	scaffold_3	164997	170589	1195.5	869
EOG092C08KH	Duplicated	scaffold_7	324072	328672	1041.1	812
EOG092C097K	Complete	scaffold_5	556877	560498	719.5	577
EOG092C0B3U	Complete	scaffold_13	263255	272096	555.7	549
EOG092C0BAH	Complete	scaffold_12	385030	389911	944.5	835
EOG092C0BPW	Complete	scaffold_6	685392	690016	415.9	408
EOG092C0C5J	Complete	scaffold_26	114432	117561	830.3	687
EOG092C0C7Z	Fragmented	scaffold_19	245650	252222	80.7	188
EOG092C0CHR	Complete	scaffold_5	709317	713288	1078.4	771
EOG092C0CZK	Complete	scaffold_6	44308	51664	475.6	613
EOG092C0F0X	Complete	scaffold_8	372871	376353	897.4	706
EOG092C0I1P	Duplicated	scaffold_17	123521	126315	823.0	520
EOG092C0I1P	Duplicated	scaffold_4	690895	696397	858.2	515
EOG092C0JYF	Complete	scaffold_31	262449	268439	545.3	748
EOG092C0K4D	Missing
EOG092C0KG1	Complete	scaffold_40	50222	54934	365.7	587
EOG092C0KYA	Complete	scaffold_5	942540	943976	220.8	279
EOG092C0N3X	Complete	scaffold_10	338838	344106	584.2	594
EOG092C0OA7	Complete	scaffold_20	126557	130957	329.3	556
EOG092C0P21	Duplicated	scaffold_11	310161	317324	1091.9	720
EOG092C0P21	Duplicated	scaffold_16	430143	435458	1100.0	747
EOG092C0QZM	Complete	scaffold_3	35189	39653	918.3	809
EOG092C0RGR	Complete	scaffold_7	506606	509456	550.8	534
EOG092C0ROF	Complete	scaffold_4	524825	528885	313.0	934
EOG092C0ST1	Complete	scaffold_27	188468	190896	1006.8	594
EOG092C0TYK	Complete	scaffold_30	5471	8509	258.7	253
EOG092C0U5S	Complete	scaffold_20	68209	71808	507.4	594
EOG092C0UR7	Fragmented	scaffold_38	1316	12010	450.2	325
EOG092C0VEN	Complete	scaffold_1	319022	322131	615.6	512
EOG092C0WBD	Complete	scaffold_18	93000	96143	593.3	465
EOG092C0WZC	Complete	scaffold_2	1003637	1005912	462.5	390
EOG092C0XD0	Complete	scaffold_5	899159	902219	259.7	252
