# BUSCO version is: 3.0.2 
# The lineage dataset is: fungi_odb9 (Creation date: 2016-02-13, number of species: 85, number of BUSCOs: 290)
# To reproduce this run: python /opt/linux/centos/7.x/x86_64/pkgs/busco/3.0.2/scripts/run_BUSCO.py -i /bigdata/stajichlab/shared/projects/Chytrid/Chytrid_Phylogenomics/LCG/Assembly/genomes/Gaertneriomyces_sp._JEL0708.dipspades.fasta -o Gaertneriomyces_sp._JEL0708.dipspades -l /bigdata/operations/pkgadmin/srv/projects/db/BUSCO/v9/fungi_odb9/ -m genome -c 4 -t /scratch/978385_19/ -sp batrachochytrium_dendrobatidis_G2
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG092C00SU	Complete	77_contig_64853_length	31124	37006	428.7	615
EOG092C00WD	Complete	16_contig_571297_length	177386	186556	1687.4	1334
EOG092C02J3	Complete	37_contig_196500_length	160247	168961	1409.6	1182
EOG092C038B	Complete	15_contig_619751_length	494575	500919	542.2	547
EOG092C03KT	Complete	10_contig_1260815_length	261130	268124	452.1	753
EOG092C07CA	Complete	10_contig_1260815_length	137512	141931	800.7	810
EOG092C08KH	Duplicated	10_contig_1260815_length	861137	866313	1256.4	881
EOG092C08KH	Duplicated	2_contig_372985_length	278147	286820	1221.5	873
EOG092C097K	Complete	15_contig_619751_length	28831	33072	737.7	582
EOG092C0B3U	Complete	10_contig_1260815_length	558825	565116	542.9	577
EOG092C0BAH	Complete	11_contig_918773_length	267358	272065	970.8	784
EOG092C0BPW	Complete	29_contig_267299_length	180551	186029	409.5	406
EOG092C0C5J	Complete	51_contig_143059_length	100867	104066	947.2	733
EOG092C0C7Z	Complete	63_contig_115263_length	92163	103518	121.3	474
EOG092C0CHR	Complete	21_contig_446932_length	248442	251933	1211.1	826
EOG092C0CZK	Complete	71_contig_92572_length	21359	25822	400.2	583
EOG092C0F0X	Complete	15_contig_619751_length	313435	316848	908.6	732
EOG092C0I1P	Duplicated	10_contig_1260815_length	307232	309877	849.7	553
EOG092C0I1P	Duplicated	30_contig_267199_length	167676	170603	916.2	539
EOG092C0JYF	Complete	20_contig_450931_length	443667	447667	597.4	742
EOG092C0K4D	Fragmented	13_contig_741367_length	638000	646003	600.3	548
EOG092C0KG1	Complete	92_contig_37703_length	29742	32021	448.3	604
EOG092C0KYA	Complete	22_contig_415502_length	193544	194954	239.6	299
EOG092C0N3X	Complete	24_contig_361192_length	82944	95400	417.9	528
EOG092C0OA7	Complete	22_contig_415502_length	67662	70791	360.4	543
EOG092C0P21	Complete	24_contig_361192_length	91518	97073	1116.5	765
EOG092C0QZM	Complete	90_contig_40450_length	8388	11839	863.3	791
EOG092C0RGR	Complete	15_contig_619751_length	183614	186746	682.8	642
EOG092C0ROF	Complete	31_contig_261765_length	79432	85504	350.0	372
EOG092C0ST1	Complete	15_contig_619751_length	393052	395405	1014.9	594
EOG092C0TYK	Missing
EOG092C0U5S	Complete	23_contig_411860_length	155728	159236	366.4	525
EOG092C0UR7	Fragmented	21_contig_446932_length	80207	89486	483.5	379
EOG092C0VEN	Complete	21_contig_446932_length	266619	273080	594.3	508
EOG092C0WBD	Complete	19_contig_512759_length	400757	403506	614.2	481
EOG092C0WZC	Complete	52_contig_139202_length	59844	61848	450.5	381
EOG092C0XD0	Complete	11_contig_918773_length	680823	683705	258.8	277
EOG092C0Y9M	Complete	29_contig_267299_length	212751	214658	120.7	253
EOG092C0YZZ	Complete	29_contig_267299_length	163728	167157	745.7	480
EOG092C0ZT0	Complete	16_contig_571297_length	28409	31396	484.3	446
EOG092C11L7	Complete	15_contig_619751_length	532352	535896	613.6	440
EOG092C11NN	Complete	11_contig_918773_length	711245	713294	938.1	529
EOG092C121R	Complete	29_contig_267299_length	256832	259481	583.5	530
EOG092C12O0	Complete	11_contig_918773_length	83137	85677	765.9	434
EOG092C12WO	Fragmented	10_contig_1260815_length	694198	703285	231.7	379
EOG092C19ZG	Complete	11_contig_918773_length	177997	183373	1240.8	904
EOG092C1AHP	Complete	56_contig_133119_length	82916	86574	215.2	403
EOG092C1F4W	Complete	35_contig_222592_length	91157	93106	929.9	458
EOG092C1FRM	Complete	30_contig_267199_length	203297	207078	315.3	408
EOG092C1ILX	Complete	11_contig_918773_length	797941	799896	122.5	203
EOG092C1JHE	Complete	15_contig_619751_length	413448	417785	181.3	209
EOG092C1KCQ	Duplicated	1175_contig_2693_length	403	2693	563.8	418
EOG092C1KCQ	Duplicated	74_contig_77860_length	40157	45698	602.3	428
EOG092C1KNC	Fragmented	7523_contig_1042_length	73	993	131.1	153
EOG092C1M1S	Complete	29_contig_267299_length	239664	241700	493.9	434
EOG092C1O5L	Complete	56_contig_133119_length	109622	112110	623.7	495
EOG092C1OUP	Complete	15_contig_619751_length	240178	244422	481.2	444
EOG092C1PRY	Complete	35_contig_222592_length	42434	44273	543.0	399
EOG092C1RXZ	Duplicated	13_contig_741367_length	103859	105638	456.1	368
EOG092C1RXZ	Duplicated	22_contig_415502_length	336072	337805	408.9	421
EOG092C1TLO	Complete	71_contig_92572_length	17696	21032	287.3	565
EOG092C1U6R	Complete	15_contig_619751_length	196594	198308	590.2	412
EOG092C1UDO	Complete	20_contig_450931_length	191367	195415	485.6	336
EOG092C1URX	Complete	22_contig_415502_length	217548	219167	611.0	366
EOG092C1VMQ	Complete	11_contig_918773_length	545565	547668	497.0	367
EOG092C1VT8	Complete	42_contig_168033_length	90327	92495	636.2	398
EOG092C1W1B	Complete	15_contig_619751_length	388012	392899	664.8	450
EOG092C1WBG	Complete	70_contig_93128_length	21871	24012	284.5	398
EOG092C1YG7	Complete	17_contig_557759_length	397083	398719	378.9	282
EOG092C1ZRG	Complete	62_contig_117091_length	93017	94841	367.3	266
EOG092C20OL	Complete	11_contig_918773_length	435028	436790	274.0	246
EOG092C21L2	Complete	81_contig_58461_length	28954	31014	647.8	410
EOG092C221B	Complete	12_contig_801992_length	450847	452761	93.0	148
EOG092C22C1	Complete	40_contig_179227_length	22787	24591	552.8	376
EOG092C236M	Complete	15_contig_619751_length	577763	579996	545.3	436
EOG092C23X9	Complete	50_contig_143095_length	24604	26739	590.7	402
EOG092C24CZ	Complete	60_contig_123416_length	8558	10565	884.6	430
EOG092C24GU	Complete	15_contig_619751_length	254906	259223	503.6	411
EOG092C27SX	Complete	26_contig_315491_length	134295	135935	189.8	260
EOG092C28F5	Complete	13_contig_741367_length	263515	265003	541.5	301
EOG092C28I3	Complete	16_contig_571297_length	252844	255320	914.6	627
EOG092C2D1V	Complete	14_contig_737709_length	254235	256062	654.7	453
EOG092C2DPS	Complete	21_contig_446932_length	236426	238127	476.2	367
EOG092C2GKC	Complete	14_contig_737709_length	523744	525273	490.6	364
EOG092C2GWG	Complete	35_contig_222592_length	67176	68986	92.6	104
EOG092C2HER	Complete	15_contig_619751_length	580084	581316	289.5	248
EOG092C2IFF	Complete	48_contig_150844_length	127964	130858	446.1	342
EOG092C2IG9	Complete	11_contig_918773_length	759395	765820	257.0	219
EOG092C2JLG	Complete	18_contig_549296_length	171136	173292	256.8	231
EOG092C2LSI	Complete	13_contig_741367_length	284879	285981	302.8	203
EOG092C2M8E	Complete	75_contig_74855_length	48099	49384	115.2	150
EOG092C2MTS	Complete	10_contig_1260815_length	1250402	1252027	258.0	261
EOG092C2OKO	Complete	82_contig_56466_length	14469	16275	605.4	351
EOG092C2Q7B	Complete	27_contig_312815_length	291955	298049	147.5	163
EOG092C2Q7F	Complete	42_contig_168033_length	53982	56314	618.5	445
EOG092C2RKX	Complete	41_contig_170340_length	118267	120178	233.5	290
EOG092C2S2R	Complete	29_contig_267299_length	130604	132498	214.7	264
EOG092C2S9V	Complete	10_contig_1260815_length	735219	736511	688.8	368
EOG092C2SCC	Complete	73_contig_78224_length	67835	69087	605.8	341
EOG092C2SEF	Duplicated	40_contig_179227_length	32632	33866	635.1	356
EOG092C2SEF	Duplicated	92_contig_37703_length	8616	9855	634.2	356
EOG092C2SKV	Complete	15_contig_619751_length	494810	502953	345.1	294
EOG092C2SMS	Complete	11_contig_918773_length	883897	885750	212.0	190
EOG092C2TXG	Complete	12_contig_801992_length	70680	73055	407.7	365
EOG092C2UIQ	Complete	26_contig_315491_length	262553	264460	456.3	386
EOG092C2V3O	Complete	41_contig_170340_length	45794	47549	598.1	348
EOG092C2VGW	Missing
EOG092C2VJL	Missing
EOG092C2X60	Missing
EOG092C2X6U	Complete	92_contig_37703_length	34209	36511	591.0	391
EOG092C2YBO	Complete	22_contig_415502_length	166768	168394	482.8	305
EOG092C2Z4E	Fragmented	13_contig_741367_length	643065	651551	123.0	177
EOG092C2ZCA	Complete	15_contig_619751_length	250256	252055	429.5	301
EOG092C317A	Complete	20_contig_450931_length	104299	105898	387.2	295
EOG092C31ZS	Complete	21_contig_446932_length	275742	277460	479.7	385
EOG092C330M	Complete	22_contig_415502_length	154314	155942	382.2	296
