# BUSCO version is: 3.0.2 
# The lineage dataset is: fungi_odb9 (Creation date: 2016-02-13, number of species: 85, number of BUSCOs: 290)
# To reproduce this run: python /opt/linux/centos/7.x/x86_64/pkgs/busco/3.0.2/scripts/run_BUSCO.py -i /bigdata/stajichlab/shared/projects/Chytrid/Chytrid_Phylogenomics/LCG/Assembly/genomes/Irineochytrium_annulatum_JEL0729.sorted_shovill.fasta -o Irineochytrium_annulatum_JEL0729.sorted_shovill -l /bigdata/operations/pkgadmin/srv/projects/db/BUSCO/v9/fungi_odb9/ -m genome -c 4 -t /scratch/978240_40/ -sp batrachochytrium_dendrobatidis_G2
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG092C00SU	Complete	scaffold_1819	1	5629	537.5	720
EOG092C00WD	Fragmented	scaffold_42	17612	27971	947.8	809
EOG092C02J3	Complete	scaffold_38	43536	54630	1315.3	1144
EOG092C038B	Fragmented	scaffold_47	5294	18007	296.5	278
EOG092C03KT	Complete	scaffold_582	4039	10671	348.8	462
EOG092C07CA	Fragmented	scaffold_32	39343	48552	184.1	277
EOG092C08KH	Complete	scaffold_316	2792	9482	1223.6	882
EOG092C097K	Complete	scaffold_28	60032	63942	738.4	619
EOG092C0B3U	Fragmented	scaffold_25	60575	68362	313.3	351
EOG092C0BAH	Complete	scaffold_290	5925	16031	946.1	765
EOG092C0BPW	Complete	scaffold_220	5838	15158	372.5	414
EOG092C0C5J	Complete	scaffold_128	26524	34602	748.0	677
EOG092C0C7Z	Missing
EOG092C0CHR	Complete	scaffold_593	5224	13609	1042.4	787
EOG092C0CZK	Complete	scaffold_603	1	8929	284.8	564
EOG092C0F0X	Fragmented	scaffold_2898	1	1968	611.5	445
EOG092C0I1P	Complete	scaffold_215	13194	16366	800.4	540
EOG092C0JYF	Fragmented	scaffold_540	1	11833	196.1	297
EOG092C0K4D	Complete	scaffold_200	2184	11143	641.9	657
EOG092C0KG1	Complete	scaffold_225	20821	25121	372.1	540
EOG092C0KYA	Complete	scaffold_249	9412	11255	239.4	277
EOG092C0N3X	Fragmented	scaffold_1525	1	4291	265.2	205
EOG092C0OA7	Complete	scaffold_341	1812	5649	309.6	523
EOG092C0P21	Complete	scaffold_11	120143	122788	626.1	712
EOG092C0QZM	Fragmented	scaffold_680	13436	15461	528.9	418
EOG092C0RGR	Complete	scaffold_1424	868	4424	766.0	658
EOG092C0ROF	Complete	scaffold_1231	4969	9127	347.2	522
EOG092C0ST1	Complete	scaffold_1199	3548	6327	1000.7	593
EOG092C0TYK	Complete	scaffold_75	15544	17553	265.9	258
EOG092C0U5S	Complete	scaffold_931	7954	10482	421.7	451
EOG092C0UR7	Fragmented	scaffold_424	5716	12611	500.5	360
EOG092C0VEN	Complete	scaffold_27	48183	50924	275.8	442
EOG092C0WBD	Complete	scaffold_825	8809	11274	617.5	484
EOG092C0WZC	Complete	scaffold_100	28410	30532	468.1	390
EOG092C0XD0	Missing
EOG092C0Y9M	Complete	scaffold_181	15799	21561	119.3	251
EOG092C0YZZ	Complete	scaffold_792	7830	11345	735.8	463
