# BUSCO version is: 3.0.2 
# The lineage dataset is: fungi_odb9 (Creation date: 2016-02-13, number of species: 85, number of BUSCOs: 290)
# To reproduce this run: python /opt/linux/centos/7.x/x86_64/pkgs/busco/3.0.2/scripts/run_BUSCO.py -i /bigdata/stajichlab/shared/projects/Chytrid/Chytrid_Phylogenomics/LCG/Assembly/genomes/Chytriomyces_hyalinus_JEL0345.dipspades_sorted.fasta -o Chytriomyces_hyalinus_JEL0345.dipspades_sorted -l /bigdata/operations/pkgadmin/srv/projects/db/BUSCO/v9/fungi_odb9/ -m genome -c 4 -t /scratch/978385_9/ -sp batrachochytrium_dendrobatidis_G2
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG092C00SU	Complete	scaffold_368	963	7354	342.0	705
EOG092C00WD	Complete	scaffold_108	48640	56891	1448.6	1229
EOG092C02J3	Fragmented	scaffold_22	52831	64654	369.5	518
EOG092C038B	Complete	scaffold_37	56305	59939	521.0	570
EOG092C03KT	Complete	scaffold_141	19644	29088	388.6	427
EOG092C07CA	Complete	scaffold_33	64208	68781	732.7	774
EOG092C08KH	Complete	scaffold_301	8904	15144	1156.3	913
EOG092C097K	Complete	scaffold_78	4629	9862	737.6	608
EOG092C0B3U	Complete	scaffold_486	13602	18124	472.6	588
EOG092C0BAH	Complete	scaffold_34	49457	55074	720.9	794
EOG092C0BPW	Complete	scaffold_13	1	3511	367.6	449
EOG092C0C5J	Complete	scaffold_26	87885	92335	1178.2	953
EOG092C0C7Z	Fragmented	scaffold_37	57370	69608	100.8	230
EOG092C0CHR	Duplicated	scaffold_231	27064	30799	1189.1	825
EOG092C0CHR	Duplicated	scaffold_8	44176	48058	1167.9	825
EOG092C0CZK	Complete	scaffold_726	2711	8476	324.7	692
EOG092C0F0X	Missing
EOG092C0I1P	Complete	scaffold_397	5457	8873	779.0	540
EOG092C0JYF	Complete	scaffold_97	23555	28462	422.1	697
EOG092C0K4D	Duplicated	scaffold_219	26287	31315	761.5	736
EOG092C0K4D	Duplicated	scaffold_87	59871	64550	673.7	656
EOG092C0KG1	Complete	scaffold_54	23236	31037	373.2	601
EOG092C0KYA	Complete	scaffold_369	21399	23820	262.1	328
EOG092C0N3X	Complete	scaffold_418	16919	20293	580.1	516
EOG092C0OA7	Complete	scaffold_513	10322	15249	307.4	499
EOG092C0P21	Complete	scaffold_197	1	6760	1034.8	774
EOG092C0QZM	Complete	scaffold_292	11688	14615	801.8	677
EOG092C0RGR	Complete	scaffold_119	8136	11520	701.5	672
EOG092C0ROF	Duplicated	scaffold_148	42381	50263	321.2	342
EOG092C0ROF	Duplicated	scaffold_411	13986	22244	318.4	421
EOG092C0ST1	Complete	scaffold_423	3867	5665	782.0	444
EOG092C0TYK	Complete	scaffold_540	8992	10988	286.2	260
EOG092C0U5S	Complete	scaffold_4	99251	103152	495.0	599
EOG092C0UR7	Complete	scaffold_126	32507	35846	489.0	389
EOG092C0VEN	Complete	scaffold_112	19695	23429	544.1	512
EOG092C0WBD	Complete	scaffold_106	15024	17605	605.4	484
EOG092C0WZC	Complete	scaffold_439	18143	20422	435.8	384
