# BUSCO version is: 3.0.2 
# The lineage dataset is: fungi_odb9 (Creation date: 2016-02-13, number of species: 85, number of BUSCOs: 290)
# To reproduce this run: python /opt/linux/centos/7.x/x86_64/pkgs/busco/3.0.2/scripts/run_BUSCO.py -i /bigdata/stajichlab/shared/projects/Chytrid/Chytrid_Phylogenomics/LCG/Assembly/genomes/Geranomyces_michiganensis_JEL0563.spades_sorted.fasta -o Geranomyces_michiganensis_JEL0563.spades_sorted -l /bigdata/operations/pkgadmin/srv/projects/db/BUSCO/v9/fungi_odb9/ -m genome -c 4 -t /scratch/978385_14/ -sp batrachochytrium_dendrobatidis_G2
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG092C00SU	Complete	scaffold_35	50895	58333	576.8	739
EOG092C00WD	Complete	scaffold_109	21449	29214	1604.7	1240
EOG092C02J3	Complete	scaffold_51	148720	155188	1442.7	1257
EOG092C038B	Complete	scaffold_7	40374	45353	562.2	574
EOG092C03KT	Complete	scaffold_19	304369	311321	442.2	691
EOG092C07CA	Complete	scaffold_97	50490	55126	700.5	681
EOG092C08KH	Duplicated	scaffold_10	244705	251103	1220.8	871
EOG092C08KH	Duplicated	scaffold_19	179731	185516	1185.1	869
EOG092C097K	Complete	scaffold_4	128429	132731	703.3	605
EOG092C0B3U	Complete	scaffold_7	146754	150686	533.9	541
EOG092C0BAH	Complete	scaffold_27	78515	83530	968.6	836
EOG092C0BPW	Complete	scaffold_35	38094	45939	412.9	408
EOG092C0C5J	Complete	scaffold_64	107509	112011	920.5	804
EOG092C0C7Z	Fragmented	scaffold_30	155104	161675	82.2	197
EOG092C0CHR	Complete	scaffold_99	1	8919	1186.6	823
EOG092C0CZK	Complete	scaffold_9	431173	437610	392.2	780
EOG092C0F0X	Complete	scaffold_1	319624	323616	900.7	710
EOG092C0I1P	Duplicated	scaffold_26	103371	110568	861.6	545
EOG092C0I1P	Duplicated	scaffold_88	61429	64222	777.2	487
EOG092C0JYF	Complete	scaffold_18	147738	151932	551.6	775
EOG092C0K4D	Complete	scaffold_67	77771	81191	703.9	650
EOG092C0KG1	Complete	scaffold_3	549408	553709	362.3	547
EOG092C0KYA	Complete	scaffold_20	164540	166525	219.7	279
EOG092C0N3X	Complete	scaffold_66	103272	106590	496.5	485
EOG092C0OA7	Complete	scaffold_24	226601	230678	294.4	578
EOG092C0P21	Complete	scaffold_87	33808	41081	1099.7	720
EOG092C0QZM	Complete	scaffold_41	115534	120301	1020.8	791
EOG092C0RGR	Complete	scaffold_37	212084	214832	558.3	534
EOG092C0ROF	Complete	scaffold_26	268654	272734	319.5	438
EOG092C0ST1	Complete	scaffold_52	128907	131500	1006.9	594
EOG092C0TYK	Complete	scaffold_21	294873	297335	255.5	253
EOG092C0U5S	Complete	scaffold_24	285605	289132	510.2	590
EOG092C0UR7	Complete	scaffold_5	543452	554746	491.3	406
EOG092C0VEN	Complete	scaffold_38	148201	151413	615.0	530
EOG092C0WBD	Complete	scaffold_22	127821	131267	600.7	471
EOG092C0WZC	Complete	scaffold_4	202511	204770	454.9	389
EOG092C0XD0	Complete	scaffold_36	116398	119534	253.9	241
EOG092C0Y9M	Complete	scaffold_8	326910	328979	133.4	271
EOG092C0YZZ	Complete	scaffold_29	194104	198033	738.6	479
EOG092C0ZT0	Complete	scaffold_2	461204	465269	477.3	446
EOG092C11L7	Complete	scaffold_11	332120	338069	596.9	438
EOG092C11NN	Complete	scaffold_9	262975	265638	913.3	518
EOG092C121R	Complete	scaffold_1	329844	333060	588.8	539
EOG092C12O0	Complete	scaffold_13	67247	69967	763.0	439
EOG092C12WO	Missing
EOG092C19ZG	Complete	scaffold_11	206514	211820	1231.1	939
EOG092C1AHP	Complete	scaffold_39	57579	59372	204.1	408
EOG092C1F4W	Complete	scaffold_49	124400	126444	918.7	458
EOG092C1FRM	Complete	scaffold_12	121794	124975	377.9	404
EOG092C1ILX	Complete	scaffold_2	388514	392451	166.8	217
EOG092C1JHE	Complete	scaffold_38	179320	184727	170.4	212
EOG092C1KCQ	Complete	scaffold_37	5763	13009	514.7	406
EOG092C1KNC	Complete	scaffold_118	28916	31011	296.9	293
EOG092C1M1S	Complete	scaffold_124	14030	16313	476.5	451
EOG092C1O5L	Complete	scaffold_15	104465	107067	610.5	502
EOG092C1OUP	Complete	scaffold_6	95836	99737	427.6	429
EOG092C1PRY	Complete	scaffold_34	5378	8730	544.7	401
EOG092C1RXZ	Duplicated	scaffold_11	283380	285859	401.2	406
EOG092C1RXZ	Duplicated	scaffold_9	115898	118257	430.8	376
EOG092C1TLO	Complete	scaffold_94	29741	41557	231.0	433
EOG092C1U6R	Complete	scaffold_4	503052	505128	565.3	396
EOG092C1UDO	Complete	scaffold_24	28348	32619	456.0	318
EOG092C1URX	Complete	scaffold_15	198548	200334	616.1	366
EOG092C1VMQ	Complete	scaffold_5	258926	261333	490.9	368
EOG092C1VT8	Complete	scaffold_10	242056	244376	624.3	407
EOG092C1W1B	Complete	scaffold_87	61187	63350	676.3	439
EOG092C1WBG	Complete	scaffold_4	311282	313444	271.6	382
EOG092C1YG7	Complete	scaffold_26	142209	143786	370.3	283
EOG092C1ZRG	Complete	scaffold_30	84270	86188	371.2	269
EOG092C20OL	Missing
EOG092C21L2	Complete	scaffold_19	167482	169344	644.6	410
EOG092C221B	Complete	scaffold_6	7286	9089	96.8	140
EOG092C22C1	Complete	scaffold_5	339208	341246	556.2	376
EOG092C236M	Complete	scaffold_24	218195	220610	545.5	435
EOG092C23X9	Complete	scaffold_3	347902	350024	585.8	403
EOG092C24CZ	Complete	scaffold_6	444445	446823	882.5	430
EOG092C24GU	Complete	scaffold_64	78723	84988	480.0	412
EOG092C27SX	Complete	scaffold_4	283598	285160	228.1	259
EOG092C28F5	Complete	scaffold_41	174162	175818	537.8	301
EOG092C28I3	Complete	scaffold_16	258448	261732	989.4	613
EOG092C2D1V	Complete	scaffold_14	340894	342909	659.5	438
EOG092C2DPS	Complete	scaffold_23	132022	134218	474.3	355
EOG092C2GKC	Complete	scaffold_94	4225	5653	411.1	319
EOG092C2GWG	Missing
EOG092C2HER	Complete	scaffold_30	151470	152687	275.9	229
EOG092C2IFF	Fragmented	scaffold_4	148653	158364	317.0	272
EOG092C2IG9	Complete	scaffold_12	278563	281026	248.8	208
EOG092C2JLG	Complete	scaffold_26	161745	163906	259.3	226
EOG092C2LSI	Complete	scaffold_50	127390	128581	295.3	204
EOG092C2M8E	Missing
EOG092C2MTS	Complete	scaffold_32	75655	77283	250.2	253
EOG092C2OKO	Complete	scaffold_40	77667	79504	611.4	340
EOG092C2Q7B	Complete	scaffold_23	62600	66070	175.4	175
EOG092C2Q7F	Complete	scaffold_5	140429	142536	630.7	445
EOG092C2RKX	Complete	scaffold_1	293113	295439	229.5	237
EOG092C2S2R	Complete	scaffold_89	4552	6654	188.8	265
EOG092C2S9V	Complete	scaffold_87	63849	65651	678.2	366
EOG092C2SCC	Complete	scaffold_1	345733	347079	590.8	341
EOG092C2SEF	Complete	scaffold_18	301358	303233	619.7	356
EOG092C2SKV	Complete	scaffold_36	164362	167755	393.9	325
EOG092C2SMS	Complete	scaffold_13	172713	174673	208.9	201
EOG092C2TXG	Complete	scaffold_30	190379	192798	391.6	402
EOG092C2UIQ	Complete	scaffold_21	107825	110058	463.5	387
EOG092C2V3O	Complete	scaffold_9	216542	219372	585.7	348
EOG092C2VGW	Missing
EOG092C2VJL	Complete	scaffold_26	227356	229579	458.7	318
EOG092C2X60	Missing
EOG092C2X6U	Complete	scaffold_12	52772	55175	590.1	385
EOG092C2YBO	Complete	scaffold_10	327254	330405	491.4	306
EOG092C2Z4E	Complete	scaffold_13	275577	278428	237.6	299
EOG092C2ZCA	Complete	scaffold_88	42169	43912	413.4	313
EOG092C317A	Complete	scaffold_22	234594	236238	368.8	295
EOG092C31ZS	Complete	scaffold_33	174416	175934	473.0	374
EOG092C330M	Complete	scaffold_74	47825	49676	372.5	303
EOG092C33JO	Complete	scaffold_27	72342	74066	362.3	303
EOG092C34FN	Complete	scaffold_6	111118	113177	313.2	239
EOG092C34KH	Complete	scaffold_55	90131	94842	322.4	277
EOG092C355W	Complete	scaffold_8	71822	77215	352.2	388
EOG092C35RK	Complete	scaffold_30	108886	111056	312.6	233
EOG092C35SR	Complete	scaffold_28	170007	172889	570.1	378
EOG092C36CW	Complete	scaffold_29	14151	15272	447.4	278
EOG092C36IX	Complete	scaffold_12	176265	178783	265.2	273
EOG092C36RH	Complete	scaffold_85	43366	44725	254.3	274
EOG092C3703	Complete	scaffold_15	61210	63945	400.4	362
EOG092C37AK	Complete	scaffold_3	61836	63234	417.9	252
EOG092C38HU	Complete	scaffold_69	95671	106940	333.1	276
EOG092C3D5H	Complete	scaffold_36	78917	90052	276.6	321
EOG092C3DT5	Missing
EOG092C3DV0	Complete	scaffold_14	295735	298267	282.7	271
EOG092C3ENF	Complete	scaffold_7	406830	407901	288.0	218
EOG092C3F88	Complete	scaffold_6	397840	399814	251.5	275
EOG092C3GCF	Complete	scaffold_55	140385	151497	242.3	292
EOG092C3HLI	Complete	scaffold_10	206234	211174	184.6	241
EOG092C3IJW	Complete	scaffold_7	342778	344289	444.8	292
EOG092C3JEN	Complete	scaffold_36	128037	129375	442.0	274
EOG092C3JIJ	Complete	scaffold_54	132313	137983	267.1	269
EOG092C3L9G	Complete	scaffold_10	170097	171317	212.1	156
EOG092C3LZ4	Complete	scaffold_39	53069	55076	359.6	298
EOG092C3MKB	Complete	scaffold_1	291797	292954	279.4	258
EOG092C3MZF	Complete	scaffold_115	36566	37719	105.2	63
EOG092C3N1W	Complete	scaffold_126	13539	15657	332.9	383
EOG092C3ND9	Complete	scaffold_56	120458	121634	262.8	210
