# BUSCO version is: 3.0.2 
# The lineage dataset is: fungi_odb9 (Creation date: 2016-02-13, number of species: 85, number of BUSCOs: 290)
# To reproduce this run: python /opt/linux/centos/7.x/x86_64/pkgs/busco/3.0.2/scripts/run_BUSCO.py -i /bigdata/stajichlab/shared/projects/Chytrid/Chytrid_Phylogenomics/LCG/Assembly/genomes/Geranomyces_variabilis_JEL0567.sorted_shovill.fasta -o Geranomyces_variabilis_JEL0567.sorted_shovill -l /bigdata/operations/pkgadmin/srv/projects/db/BUSCO/v9/fungi_odb9/ -m genome -c 4 -t /scratch/978240_16/ -sp batrachochytrium_dendrobatidis_G2
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG092C00SU	Complete	scaffold_8	492450	498055	438.7	540
EOG092C00WD	Complete	scaffold_46	115486	123283	1619.0	1260
EOG092C02J3	Complete	scaffold_51	85984	92872	1441.8	1266
EOG092C038B	Complete	scaffold_16	402792	407759	567.1	572
EOG092C03KT	Complete	scaffold_10	156560	164347	439.4	486
EOG092C07CA	Complete	scaffold_39	181934	186966	742.1	759
EOG092C08KH	Duplicated	scaffold_10	281067	285667	1041.1	812
EOG092C08KH	Duplicated	scaffold_25	206571	212163	1195.5	869
EOG092C097K	Complete	scaffold_5	415225	418846	719.5	577
EOG092C0B3U	Complete	scaffold_68	56061	64902	555.7	549
EOG092C0BAH	Complete	scaffold_7	384954	389835	944.5	835
EOG092C0BPW	Complete	scaffold_17	39	3881	416.5	408
EOG092C0C5J	Complete	scaffold_4	354977	358106	830.3	687
EOG092C0C7Z	Fragmented	scaffold_13	148419	154991	80.7	188
EOG092C0CHR	Complete	scaffold_5	262435	266406	1078.4	771
EOG092C0CZK	Complete	scaffold_11	45827	53183	475.6	613
EOG092C0F0X	Complete	scaffold_14	258924	262406	897.4	706
EOG092C0I1P	Duplicated	scaffold_1	1178076	1183578	858.2	515
EOG092C0I1P	Duplicated	scaffold_15	123928	126722	823.0	520
EOG092C0JYF	Complete	scaffold_27	44289	50279	545.3	748
EOG092C0K4D	Missing
EOG092C0KG1	Complete	scaffold_67	32840	37552	365.7	587
EOG092C0KYA	Complete	scaffold_5	31618	33220	221.6	279
EOG092C0N3X	Complete	scaffold_12	201077	206345	584.2	594
EOG092C0OA7	Complete	scaffold_18	127313	131713	329.3	556
EOG092C0P21	Duplicated	scaffold_24	29129	36292	1091.9	720
EOG092C0P21	Duplicated	scaffold_55	89922	95237	1100.0	747
EOG092C0QZM	Complete	scaffold_25	76763	81227	918.3	809
EOG092C0RGR	Complete	scaffold_10	100195	103045	550.8	534
EOG092C0ROF	Complete	scaffold_1	1012006	1016066	313.0	934
EOG092C0ST1	Complete	scaffold_3	570119	572547	1006.8	594
EOG092C0TYK	Complete	scaffold_9	606212	609250	258.7	253
EOG092C0U5S	Complete	scaffold_18	68965	72564	507.4	594
EOG092C0UR7	Fragmented	scaffold_3	1558	12252	450.0	325
EOG092C0VEN	Complete	scaffold_2	283679	286788	615.6	512
EOG092C0WBD	Complete	scaffold_1	328177	331320	593.3	465
EOG092C0WZC	Complete	scaffold_22	251497	253772	462.5	390
EOG092C0XD0	Complete	scaffold_5	73541	76601	259.7	252
EOG092C0Y9M	Complete	scaffold_62	39119	44748	124.0	270
EOG092C0YZZ	Complete	scaffold_33	1996	5374	737.5	473
EOG092C0ZT0	Complete	scaffold_6	551068	555628	478.6	446
EOG092C11L7	Complete	scaffold_12	40412	44330	600.0	438
EOG092C11NN	Complete	scaffold_11	141809	143908	931.4	529
EOG092C121R	Complete	scaffold_14	249166	252136	584.2	523
EOG092C12O0	Complete	scaffold_8	536463	539303	763.7	439
EOG092C12WO	Complete	scaffold_3	130785	134221	335.4	441
EOG092C19ZG	Complete	scaffold_12	156319	162031	1232.1	887
EOG092C1AHP	Complete	scaffold_16	283118	289735	198.8	398
EOG092C1F4W	Complete	scaffold_1	1127421	1129448	918.7	458
EOG092C1FRM	Complete	scaffold_70	56282	61331	349.9	413
EOG092C1ILX	Complete	scaffold_6	486408	488530	176.1	222
EOG092C1JHE	Complete	scaffold_13	90653	93554	168.1	181
EOG092C1KCQ	Complete	scaffold_20	316451	323671	541.3	438
EOG092C1KNC	Complete	scaffold_78	51482	53628	293.5	284
EOG092C1M1S	Complete	scaffold_4	60006	62284	479.1	475
EOG092C1O5L	Complete	scaffold_17	267025	269596	609.9	502
EOG092C1OUP	Complete	scaffold_26	93947	100087	424.5	413
EOG092C1PRY	Complete	scaffold_5	230212	232341	545.8	401
EOG092C1RXZ	Complete	scaffold_12	86361	88101	359.8	394
EOG092C1TLO	Complete	scaffold_84	39497	41753	150.0	297
EOG092C1U6R	Complete	scaffold_26	258874	262953	562.1	389
EOG092C1UDO	Complete	scaffold_18	147088	150860	475.3	345
EOG092C1URX	Complete	scaffold_17	174232	176418	615.4	366
EOG092C1VMQ	Complete	scaffold_28	274569	277015	489.2	368
EOG092C1VT8	Complete	scaffold_25	201034	203486	632.4	381
EOG092C1W1B	Complete	scaffold_55	86098	88244	676.2	444
EOG092C1WBG	Complete	scaffold_22	135340	137490	274.8	382
EOG092C1YG7	Complete	scaffold_1	686488	688052	372.6	283
EOG092C1ZRG	Complete	scaffold_52	137476	139826	370.9	269
EOG092C20OL	Complete	scaffold_2	374063	376382	318.1	271
EOG092C21L2	Complete	scaffold_10	291326	293192	644.6	410
EOG092C221B	Complete	scaffold_26	183138	184935	92.4	150
EOG092C22C1	Complete	scaffold_3	219749	221695	556.5	376
EOG092C236M	Complete	scaffold_15	379891	382275	545.1	435
EOG092C23X9	Complete	scaffold_12	489314	491357	582.6	402
EOG092C24CZ	Complete	scaffold_2	797507	799825	882.9	430
EOG092C24GU	Complete	scaffold_4	335780	338468	490.5	414
EOG092C27SX	Complete	scaffold_22	166890	168398	226.5	259
EOG092C28F5	Complete	scaffold_46	82918	84560	536.9	301
EOG092C28I3	Complete	scaffold_45	108083	111246	988.0	613
EOG092C2D1V	Complete	scaffold_24	143025	144972	664.0	437
EOG092C2DPS	Complete	scaffold_30	39724	41617	474.5	355
EOG092C2GKC	Complete	scaffold_44	18160	19765	474.7	364
EOG092C2GWG	Missing
EOG092C2HER	Complete	scaffold_13	139899	141107	278.5	229
EOG092C2IFF	Complete	scaffold_5	438720	441899	331.2	370
EOG092C2IG9	Complete	scaffold_40	9792	12129	252.9	216
EOG092C2JLG	Complete	scaffold_1	1118296	1120407	260.0	225
EOG092C2LSI	Complete	scaffold_31	221723	222982	299.4	204
EOG092C2M8E	Fragmented	scaffold_19	205685	213239	69.7	112
EOG092C2MTS	Complete	scaffold_34	208673	210307	252.0	268
EOG092C2OKO	Complete	scaffold_22	317014	318821	609.0	340
