# BUSCO version is: 3.0.2 
# The lineage dataset is: fungi_odb9 (Creation date: 2016-02-13, number of species: 85, number of BUSCOs: 290)
# To reproduce this run: python /opt/linux/centos/7.x/x86_64/pkgs/busco/3.0.2/scripts/run_BUSCO.py -i /bigdata/stajichlab/shared/projects/Chytrid/Chytrid_Phylogenomics/LCG/Assembly/genomes/Geranomyces_variabilis_JEL0567.dipspades.fasta -o Geranomyces_variabilis_JEL0567.dipspades -l /bigdata/operations/pkgadmin/srv/projects/db/BUSCO/v9/fungi_odb9/ -m genome -c 4 -t /scratch/978385_16/ -sp batrachochytrium_dendrobatidis_G2
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG092C00SU	Complete	20_contig_686535_length	28532	34137	438.7	540
EOG092C00WD	Complete	86_contig_100071_length	49968	57765	1619.0	1260
EOG092C02J3	Complete	74_contig_143629_length	84611	91499	1441.8	1266
EOG092C038B	Complete	22_contig_616912_length	566249	571216	567.1	572
EOG092C03KT	Complete	23_contig_611076_length	156482	164269	439.4	486
EOG092C07CA	Complete	52_contig_197937_length	11009	16041	742.1	759
EOG092C08KH	Duplicated	23_contig_611076_length	280995	285595	1041.1	812
EOG092C08KH	Duplicated	36_contig_298953_length	128483	134075	1195.5	869
EOG092C097K	Complete	3_contig_571296_length	188708	192329	719.5	577
EOG092C0B3U	Complete	92_contig_90761_length	56061	64902	555.7	549
EOG092C0BAH	Complete	60_contig_169130_length	18726	23607	944.5	835
EOG092C0BPW	Complete	69_contig_152793_length	148883	152764	416.5	408
EOG092C0C5J	Complete	30_contig_370399_length	114432	117561	830.3	687
EOG092C0C7Z	Fragmented	2733_contig_1642_length	327	1642	197.9	225
EOG092C0CHR	Missing
EOG092C0CZK	Complete	20_contig_686535_length	634296	641652	475.6	613
EOG092C0F0X	Complete	32_contig_338096_length	258996	262478	897.4	706
EOG092C0I1P	Duplicated	19_contig_760205_length	720258	725760	858.2	515
EOG092C0I1P	Duplicated	27_contig_458608_length	123521	126315	823.0	520
EOG092C0JYF	Complete	35_contig_312656_length	44191	50181	545.3	748
EOG092C0K4D	Complete	61_contig_168690_length	55210	63563	787.4	698
EOG092C0KG1	Complete	94_contig_87801_length	50222	54934	365.7	587
EOG092C0KYA	Fragmented	12235_contig_773_length	1	773	188.1	195
EOG092C0N3X	Complete	25_contig_547147_length	340803	346071	584.2	594
EOG092C0OA7	Fragmented	13818_contig_703_length	1	653	156.2	156
EOG092C0P21	Duplicated	45_contig_250956_length	99758	106921	1091.9	720
EOG092C0P21	Duplicated	76_contig_133068_length	89922	95237	1100.0	747
EOG092C0QZM	Complete	36_contig_298953_length	259419	263883	918.3	809
EOG092C0RGR	Duplicated	23_contig_611076_length	100211	103061	550.8	534
EOG092C0RGR	Duplicated	930_contig_2331_length	269	2263	609.8	513
EOG092C0ROF	Complete	19_contig_760205_length	554188	558248	313.0	934
EOG092C0ST1	Complete	37_contig_298624_length	155147	157575	1006.8	594
EOG092C0TYK	Complete	34_contig_314722_length	5471	8509	258.7	253
EOG092C0U5S	Fragmented	3342_contig_1517_length	1	1517	301.8	213
EOG092C0UR7	Fragmented	29_contig_414859_length	1419	12113	449.9	325
EOG092C0VEN	Complete	18_contig_769768_length	319022	322131	615.6	512
EOG092C0WBD	Complete	28_contig_424265_length	93000	96143	593.3	465
EOG092C0WZC	Complete	21_contig_672373_length	98669	100944	462.5	390
EOG092C0XD0	Fragmented	1774_contig_1904_length	1	1010	198.9	148
EOG092C0Y9M	Complete	2249_contig_1756_length	1	1756	100.6	124
EOG092C0YZZ	Complete	41_contig_266739_length	261354	264732	737.5	473
EOG092C0ZT0	Complete	26_contig_480076_length	122933	127493	478.6	446
EOG092C11L7	Complete	25_contig_547147_length	502818	506736	600.0	438
EOG092C11NN	Complete	20_contig_686535_length	543656	545755	931.4	529
EOG092C121R	Complete	32_contig_338096_length	249238	252208	584.2	523
EOG092C12O0	Complete	93_contig_87808_length	74947	77787	763.7	439
EOG092C12WO	Complete	188_contig_4441_length	1	4441	455.7	496
EOG092C19ZG	Complete	25_contig_547147_length	385117	390829	1232.1	887
EOG092C1AHP	Complete	58_contig_171511_length	124748	131365	198.8	398
EOG092C1F4W	Complete	19_contig_760205_length	669603	671630	918.7	458
EOG092C1FRM	Complete	46_contig_247311_length	212588	217637	349.9	413
EOG092C1ILX	Complete	26_contig_480076_length	190031	197054	141.0	213
EOG092C1JHE	Complete	22_contig_616912_length	90653	93554	168.1	181
EOG092C1KCQ	Fragmented	31_contig_363742_length	39965	46866	505.4	396
EOG092C1KNC	Duplicated	1068_contig_2226_length	188	2082	339.3	301
EOG092C1KNC	Duplicated	54_contig_193329_length	139554	141700	293.5	284
EOG092C1M1S	Complete	48_contig_241721_length	59971	62249	479.1	475
EOG092C1O5L	Complete	82_contig_116295_length	8371	10942	609.9	502
EOG092C1OUP	Complete	21_contig_672373_length	572287	578427	424.5	413
EOG092C1PRY	Fragmented	23502_contig_395_length	1	395	180.3	121
EOG092C1RXZ	Complete	31_contig_363742_length	251772	253928	304.5	377
EOG092C1TLO	Complete	457_contig_2868_length	461	2413	261.9	314
EOG092C1U6R	Complete	21_contig_672373_length	409421	413500	562.1	389
EOG092C1UDO	Fragmented	10747_contig_847_length	1	847	320.7	173
EOG092C1URX	Complete	82_contig_116295_length	101549	103735	615.4	366
EOG092C1VMQ	Complete	39_contig_295033_length	18053	20499	489.2	368
EOG092C1VT8	Complete	36_contig_298953_length	137160	139612	632.4	381
EOG092C1W1B	Complete	76_contig_133068_length	86098	88244	676.2	444
EOG092C1WBG	Complete	21_contig_672373_length	214951	217101	274.8	382
EOG092C1YG7	Complete	19_contig_760205_length	228670	230234	372.6	283
EOG092C1ZRG	Duplicated	73_contig_144573_length	137571	139921	370.9	269
EOG092C1ZRG	Duplicated	920_contig_2341_length	836	2300	386.2	274
EOG092C20OL	Complete	18_contig_769768_length	409406	411725	318.1	271
EOG092C21L2	Complete	23_contig_611076_length	291254	293120	644.6	410
EOG092C221B	Complete	21_contig_672373_length	487439	489236	92.4	150
EOG092C22C1	Complete	29_contig_414859_length	219556	221502	556.5	376
EOG092C236M	Complete	27_contig_458608_length	379383	381767	545.1	435
EOG092C23X9	Complete	25_contig_547147_length	55791	57834	582.6	402
EOG092C24CZ	Complete	33_contig_324731_length	214602	216920	882.9	430
EOG092C24GU	Complete	30_contig_370399_length	95235	97923	490.5	414
EOG092C27SX	Complete	21_contig_672373_length	184043	185551	226.5	259
EOG092C28F5	Complete	86_contig_100071_length	88691	90333	536.9	301
EOG092C28I3	Complete	51_contig_204413_length	136574	139737	988.0	613
EOG092C2D1V	Complete	45_contig_250956_length	213654	215601	664.0	437
EOG092C2DPS	Complete	99_contig_76593_length	34977	36870	474.5	355
EOG092C2GKC	Duplicated	2710_contig_1646_length	169	1305	442.0	310
EOG092C2GKC	Duplicated	95_contig_84254_length	65538	67143	474.7	364
EOG092C2GWG	Missing
EOG092C2HER	Complete	22_contig_616912_length	139899	141107	278.5	229
EOG092C2IFF	Complete	3_contig_571296_length	212203	215382	331.2	370
EOG092C2IG9	Complete	133_contig_19805_length	7685	10022	252.9	216
EOG092C2JLG	Complete	19_contig_760205_length	660478	662589	260.0	225
EOG092C2LSI	Complete	47_contig_246825_length	195166	196425	299.4	204
EOG092C2M8E	Fragmented	24_contig_601208_length	258657	266211	62.1	119
EOG092C2MTS	Complete	75_contig_138997_length	41772	43406	252.0	268
EOG092C2OKO	Complete	21_contig_672373_length	33620	35427	609.0	340
