# BUSCO version is: 3.0.2 
# The lineage dataset is: fungi_odb9 (Creation date: 2016-02-13, number of species: 85, number of BUSCOs: 290)
# To reproduce this run: python /opt/linux/centos/7.x/x86_64/pkgs/busco/3.0.2/scripts/run_BUSCO.py -i /bigdata/stajichlab/shared/projects/Chytrid/Chytrid_Phylogenomics/LCG/Assembly/genomes/Siphonaria_sp._JEL0065.sorted_shovill.fasta -o Siphonaria_sp._JEL0065.sorted_shovill -l /bigdata/operations/pkgadmin/srv/projects/db/BUSCO/v9/fungi_odb9/ -m genome -c 4 -t /scratch/978036_3/ -sp batrachochytrium_dendrobatidis_G2
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG092C00SU	Complete	scaffold_1482	3592	9085	546.1	753
EOG092C00WD	Missing
EOG092C02J3	Complete	scaffold_311	13439	19707	1265.0	1219
EOG092C038B	Complete	scaffold_42	28229	39173	519.4	575
EOG092C03KT	Complete	scaffold_449	6794	12307	418.1	462
EOG092C07CA	Complete	scaffold_655	6483	11385	692.7	796
EOG092C08KH	Complete	scaffold_75	30529	39165	1029.8	850
EOG092C097K	Complete	scaffold_408	4315	10039	737.5	609
EOG092C0B3U	Complete	scaffold_162	21365	25114	578.7	643
EOG092C0BAH	Complete	scaffold_451	8024	12824	754.4	818
EOG092C0BPW	Complete	scaffold_237	9176	12059	379.3	419
EOG092C0C5J	Duplicated	scaffold_184	20141	24369	1213.0	938
EOG092C0C5J	Duplicated	scaffold_1856	2763	6098	1050.2	790
EOG092C0C7Z	Complete	scaffold_1332	1	5465	128.5	359
EOG092C0CHR	Complete	scaffold_1599	4332	8114	1193.9	826
EOG092C0CZK	Fragmented	scaffold_62	1804	11468	248.8	440
EOG092C0F0X	Complete	scaffold_171	2286	6269	868.1	716
EOG092C0I1P	Duplicated	scaffold_59	10329	13598	788.8	528
EOG092C0I1P	Duplicated	scaffold_740	1437	7696	741.3	477
EOG092C0JYF	Missing
EOG092C0K4D	Duplicated	scaffold_141	31981	35144	775.5	652
EOG092C0K4D	Duplicated	scaffold_707	4171	7062	679.2	639
EOG092C0KG1	Missing
EOG092C0KYA	Duplicated	scaffold_576	350	6297	222.7	289
EOG092C0KYA	Duplicated	scaffold_577	1669	5079	225.4	278
EOG092C0N3X	Duplicated	scaffold_1	68118	71636	584.1	551
EOG092C0N3X	Duplicated	scaffold_163	12680	18114	577.6	595
EOG092C0OA7	Complete	scaffold_174	21263	25147	304.1	546
EOG092C0P21	Complete	scaffold_226	5829	9650	1031.2	883
EOG092C0QZM	Complete	scaffold_1046	3638	7467	1006.4	808
EOG092C0RGR	Missing
EOG092C0ROF	Complete	scaffold_51	9338	16881	322.6	552
EOG092C0ST1	Duplicated	scaffold_2096	1	1904	753.9	458
EOG092C0ST1	Duplicated	scaffold_21	53790	56529	845.1	585
EOG092C0TYK	Complete	scaffold_128	3	3870	276.0	260
EOG092C0U5S	Duplicated	scaffold_124	19414	23587	503.5	577
EOG092C0U5S	Duplicated	scaffold_676	13974	18006	515.6	618
EOG092C0UR7	Missing
EOG092C0VEN	Complete	scaffold_940	10834	13404	536.8	470
EOG092C0WBD	Complete	scaffold_29	35366	37792	598.7	484
EOG092C0WZC	Complete	scaffold_1740	3985	6379	448.5	373
EOG092C0XD0	Complete	scaffold_45	14032	25001	164.5	202
EOG092C0Y9M	Complete	scaffold_1592	3518	7077	112.1	273
EOG092C0YZZ	Complete	scaffold_1670	364	2447	752.7	440
EOG092C0ZT0	Missing
EOG092C11L7	Complete	scaffold_177	9846	14170	589.6	440
EOG092C11NN	Complete	scaffold_788	987	3309	924.2	529
EOG092C121R	Duplicated	scaffold_82	21571	24858	582.3	541
EOG092C121R	Duplicated	scaffold_836	6609	9753	578.5	539
EOG092C12O0	Complete	scaffold_2036	1598	4137	751.4	435
EOG092C12WO	Complete	scaffold_70	21065	23915	257.2	433
EOG092C19ZG	Complete	scaffold_1390	3535	9545	1229.7	898
EOG092C1AHP	Fragmented	scaffold_1429	1	1266	195.9	264
EOG092C1F4W	Duplicated	scaffold_216	3231	5172	910.8	457
EOG092C1F4W	Duplicated	scaffold_2622	447	2302	912.3	457
EOG092C1FRM	Complete	scaffold_34	44822	47988	347.3	411
EOG092C1ILX	Missing
EOG092C1JHE	Fragmented	scaffold_1212	6250	11367	54.0	58
EOG092C1KCQ	Complete	scaffold_359	18047	20624	595.2	440
EOG092C1KNC	Missing
EOG092C1M1S	Missing
EOG092C1O5L	Complete	scaffold_562	7913	15609	536.2	474
EOG092C1OUP	Complete	scaffold_280	15410	19507	391.3	408
EOG092C1PRY	Complete	scaffold_278	16116	18086	533.7	378
EOG092C1RXZ	Complete	scaffold_81	7652	9409	466.8	414
EOG092C1TLO	Complete	scaffold_1433	2732	6877	255.0	461
EOG092C1U6R	Missing
EOG092C1UDO	Missing
EOG092C1URX	Complete	scaffold_115	12463	14397	562.8	362
EOG092C1VMQ	Complete	scaffold_45	26829	29828	466.9	359
EOG092C1VT8	Complete	scaffold_36	47400	50156	618.7	400
EOG092C1W1B	Complete	scaffold_576	11192	15463	629.7	495
EOG092C1WBG	Complete	scaffold_405	9593	14687	173.7	385
EOG092C1YG7	Complete	scaffold_370	4806	6769	317.6	283
EOG092C1ZRG	Complete	scaffold_346	21683	24525	362.7	268
EOG092C20OL	Complete	scaffold_28	38016	41258	312.7	322
EOG092C21L2	Complete	scaffold_582	5977	7742	606.4	410
EOG092C221B	Missing
EOG092C22C1	Complete	scaffold_283	804	2782	532.3	374
EOG092C236M	Complete	scaffold_237	23818	26204	525.8	436
EOG092C23X9	Complete	scaffold_906	6733	9158	573.7	402
EOG092C24CZ	Complete	scaffold_218	11558	14219	880.1	430
EOG092C24GU	Missing
EOG092C27SX	Complete	scaffold_106	28082	34645	179.6	229
EOG092C28F5	Complete	scaffold_205	11469	13852	531.2	301
EOG092C28I3	Complete	scaffold_86	27343	30820	1032.0	638
EOG092C2D1V	Duplicated	scaffold_293	23311	25307	660.2	435
EOG092C2D1V	Duplicated	scaffold_362	8682	10579	660.3	435
EOG092C2DPS	Complete	scaffold_75	41607	44296	396.8	350
EOG092C2GKC	Missing
EOG092C2GWG	Complete	scaffold_541	10632	13068	86.5	89
EOG092C2HER	Complete	scaffold_1391	7187	8682	288.1	245
EOG092C2IFF	Complete	scaffold_410	5032	14293	305.9	299
EOG092C2IG9	Complete	scaffold_134	29179	32099	220.6	186
EOG092C2JLG	Complete	scaffold_170	1072	3137	260.6	229
EOG092C2LSI	Complete	scaffold_1247	1172	2345	294.6	204
EOG092C2M8E	Missing
EOG092C2MTS	Duplicated	scaffold_1056	4799	6851	214.7	268
EOG092C2MTS	Duplicated	scaffold_1093	303	4043	243.8	278
EOG092C2OKO	Duplicated	scaffold_1178	189	2076	591.9	332
EOG092C2OKO	Duplicated	scaffold_254	1406	3310	575.3	335
EOG092C2Q7B	Complete	scaffold_391	11948	13489	168.0	165
EOG092C2Q7F	Complete	scaffold_1760	3538	5791	621.8	444
EOG092C2RKX	Complete	scaffold_532	12797	14242	215.0	302
EOG092C2S2R	Complete	scaffold_2703	227	2406	151.6	232
EOG092C2S9V	Complete	scaffold_395	20520	22596	643.8	351
EOG092C2SCC	Fragmented	scaffold_147	32667	34994	234.3	143
EOG092C2SEF	Complete	scaffold_434	12981	14429	617.9	356
EOG092C2SKV	Complete	scaffold_867	9867	14781	362.7	363
EOG092C2SMS	Missing
EOG092C2TXG	Complete	scaffold_1445	6917	8592	260.1	386
EOG092C2UIQ	Complete	scaffold_159	31138	33046	464.6	388
EOG092C2V3O	Complete	scaffold_161	27430	29164	595.7	348
EOG092C2VGW	Complete	scaffold_38	16105	17524	229.4	311
EOG092C2VJL	Complete	scaffold_373	20284	22191	438.0	322
EOG092C2X60	Fragmented	scaffold_567	1	2547	54.4	93
EOG092C2X6U	Complete	scaffold_305	18112	20816	598.7	417
EOG092C2YBO	Fragmented	scaffold_783	12997	16219	448.8	283
EOG092C2Z4E	Complete	scaffold_1537	184	2215	253.2	305
EOG092C2ZCA	Complete	scaffold_887	2470	5777	415.4	302
EOG092C317A	Complete	scaffold_4	65855	67377	396.7	295
EOG092C31ZS	Duplicated	scaffold_2955	1	1758	476.6	380
EOG092C31ZS	Duplicated	scaffold_3036	3	1753	468.6	373
EOG092C31ZS	Duplicated	scaffold_3043	1	1711	423.8	373
EOG092C330M	Duplicated	scaffold_696	3263	5466	375.4	296
EOG092C330M	Duplicated	scaffold_760	968	4661	375.8	292
EOG092C33JO	Duplicated	scaffold_1056	1694	3196	358.4	302
EOG092C33JO	Duplicated	scaffold_667	16206	17718	355.9	302
EOG092C34FN	Complete	scaffold_2338	1297	3252	305.0	238
EOG092C34KH	Complete	scaffold_8	12878	14693	149.3	246
EOG092C355W	Complete	scaffold_981	5373	7850	356.4	393
EOG092C35RK	Missing
EOG092C35SR	Complete	scaffold_596	175	2871	575.5	378
EOG092C36CW	Complete	scaffold_733	12717	14155	453.1	275
EOG092C36IX	Complete	scaffold_1208	3362	5041	284.0	296
EOG092C36RH	Complete	scaffold_931	12622	14154	241.3	240
EOG092C3703	Fragmented	scaffold_1552	1	7065	260.8	218
EOG092C37AK	Complete	scaffold_499	3017	4623	411.1	256
EOG092C38HU	Duplicated	scaffold_251	14576	16025	334.2	316
EOG092C38HU	Duplicated	scaffold_251	17686	19169	342.2	304
EOG092C3D5H	Complete	scaffold_1618	1010	4051	386.4	391
EOG092C3DT5	Complete	scaffold_728	5907	8811	205.2	312
EOG092C3DV0	Complete	scaffold_1076	1738	12228	197.5	216
EOG092C3ENF	Complete	scaffold_554	18478	20025	283.2	204
EOG092C3F88	Complete	scaffold_972	2459	4281	222.0	286
EOG092C3GCF	Missing
EOG092C3HLI	Fragmented	scaffold_199	10248	17964	159.3	184
EOG092C3IJW	Complete	scaffold_68	9763	12710	451.8	288
EOG092C3JEN	Complete	scaffold_1813	64	1536	439.2	265
EOG092C3JIJ	Complete	scaffold_10	50386	53624	257.7	322
EOG092C3L9G	Duplicated	scaffold_1481	5881	7024	189.6	154
EOG092C3L9G	Duplicated	scaffold_392	666	1786	190.1	154
EOG092C3LZ4	Complete	scaffold_1973	3970	5813	343.6	300
EOG092C3MKB	Complete	scaffold_544	14972	16094	222.9	232
EOG092C3MZF	Missing
EOG092C3N1W	Complete	scaffold_104	2152	8954	221.8	344
EOG092C3ND9	Fragmented	scaffold_3294	43	1160	210.8	141
EOG092C3NTC	Complete	scaffold_596	4467	6066	223.2	257
EOG092C3NVX	Missing
EOG092C3P8T	Complete	scaffold_80	26972	30875	366.6	290
EOG092C3QQ6	Complete	scaffold_999	9090	10355	399.4	267
EOG092C3RZP	Complete	scaffold_48	45540	46844	237.5	239
EOG092C3SC6	Missing
EOG092C3TX5	Complete	scaffold_396	1612	5549	170.8	161
EOG092C3VJP	Fragmented	scaffold_1225	1	10063	101.2	124
EOG092C3WW5	Fragmented	scaffold_159	25435	33046	50.8	121
EOG092C3Z6E	Duplicated	scaffold_2518	1025	2673	206.4	260
