# BUSCO version is: 3.0.2 
# The lineage dataset is: fungi_odb9 (Creation date: 2016-02-13, number of species: 85, number of BUSCOs: 290)
# To reproduce this run: python /opt/linux/centos/7.x/x86_64/pkgs/busco/3.0.2/scripts/run_BUSCO.py -i /bigdata/stajichlab/shared/projects/Chytrid/Chytrid_Phylogenomics/LCG/Assembly/genomes/Unknown_unknown_JEL0888.sorted_shovill.fasta -o Unknown_unknown_JEL0888.sorted_shovill -l /bigdata/operations/pkgadmin/srv/projects/db/BUSCO/v9/fungi_odb9/ -m genome -c 4 -t /scratch/978240_44/ -sp batrachochytrium_dendrobatidis_G2
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG092C00SU	Fragmented	scaffold_1750	234	6632	280.0	453
EOG092C00WD	Fragmented	scaffold_10873	1	1666	725.7	444
EOG092C02J3	Complete	scaffold_1886	1	5804	1257.2	1153
EOG092C038B	Fragmented	scaffold_4823	1	2174	281.5	250
EOG092C03KT	Complete	scaffold_109	12336	15865	341.5	426
EOG092C07CA	Complete	scaffold_3089	998	4418	507.3	483
EOG092C08KH	Complete	scaffold_610	2309	10273	737.4	639
EOG092C097K	Complete	scaffold_2168	1	3916	654.8	560
EOG092C0B3U	Fragmented	scaffold_7219	1	2620	244.8	233
EOG092C0BAH	Missing
EOG092C0BPW	Missing
EOG092C0C5J	Fragmented	scaffold_6434	1	2893	739.2	597
EOG092C0C7Z	Fragmented	scaffold_2355	1473	5700	21.3	103
EOG092C0CHR	Fragmented	scaffold_633	1	3634	951.9	744
EOG092C0CZK	Fragmented	scaffold_12	13203	16168	138.6	328
EOG092C0F0X	Fragmented	scaffold_10858	1	1447	457.8	308
EOG092C0I1P	Complete	scaffold_1604	2470	6146	847.8	558
EOG092C0JYF	Missing
EOG092C0K4D	Fragmented	scaffold_1630	1	5082	716.5	563
EOG092C0KG1	Fragmented	scaffold_5332	1	3364	213.0	340
EOG092C0KYA	Complete	scaffold_12994	1	1119	156.9	249
EOG092C0N3X	Fragmented	scaffold_13608	371	1121	198.6	169
EOG092C0OA7	Duplicated	scaffold_1995	1094	6214	257.4	483
EOG092C0OA7	Duplicated	scaffold_4835	1	3015	270.5	466
EOG092C0P21	Fragmented	scaffold_711	1	9754	629.1	628
EOG092C0QZM	Complete	scaffold_3113	1342	4413	449.5	515
EOG092C0RGR	Fragmented	scaffold_1204	6342	7863	109.5	169
EOG092C0ROF	Fragmented	scaffold_1004	599	5162	245.8	289
EOG092C0ST1	Fragmented	scaffold_12533	1	1366	323.3	263
EOG092C0TYK	Missing
EOG092C0U5S	Fragmented	scaffold_1418	1	2069	51.3	203
EOG092C0UR7	Fragmented	scaffold_8123	1	1886	474.9	333
EOG092C0VEN	Fragmented	scaffold_11924	1	1201	188.9	179
EOG092C0WBD	Complete	scaffold_967	1851	4821	606.5	489
EOG092C0WZC	Missing
EOG092C0XD0	Complete	scaffold_2800	408	5198	165.1	198
EOG092C0Y9M	Complete	scaffold_8090	706	2346	79.5	160
EOG092C0YZZ	Complete	scaffold_1190	157	7596	698.7	449
EOG092C0ZT0	Fragmented	scaffold_9369	631	1708	81.0	86
EOG092C11L7	Complete	scaffold_3049	469	4687	553.6	380
EOG092C11NN	Complete	scaffold_314	7143	12760	554.1	319
EOG092C121R	Fragmented	scaffold_5245	625	3403	297.9	328
EOG092C12O0	Fragmented	scaffold_11330	1	1415	303.6	197
EOG092C12WO	Missing
EOG092C19ZG	Complete	scaffold_1050	351	8109	527.7	705
EOG092C1AHP	Fragmented	scaffold_12102	1	1440	177.4	246
EOG092C1F4W	Fragmented	scaffold_2171	1	1644	557.9	283
EOG092C1FRM	Missing
EOG092C1ILX	Fragmented	scaffold_1629	1	2402	43.1	93
EOG092C1JHE	Complete	scaffold_4072	645	2817	176.0	163
EOG092C1KCQ	Complete	scaffold_5337	35	3212	579.6	420
EOG092C1KNC	Complete	scaffold_2091	1	5868	277.0	272
EOG092C1M1S	Fragmented	scaffold_10171	1	1678	264.1	279
EOG092C1O5L	Complete	scaffold_4622	439	3471	575.3	493
EOG092C1OUP	Fragmented	scaffold_39	8337	12717	231.2	289
EOG092C1PRY	Duplicated	scaffold_358	7307	11566	489.3	373
