# BUSCO version is: 3.0.2 
# The lineage dataset is: fungi_odb9 (Creation date: 2016-02-13, number of species: 85, number of BUSCOs: 290)
# To reproduce this run: python /opt/linux/centos/7.x/x86_64/pkgs/busco/3.0.2/scripts/run_BUSCO.py -i /bigdata/stajichlab/shared/projects/Chytrid/Chytrid_Phylogenomics/LCG/Assembly/genomes/Chytriomyces_hyalinus_JEL0176.spades_sorted.fasta -o Chytriomyces_hyalinus_JEL0176.spades_sorted -l /bigdata/operations/pkgadmin/srv/projects/db/BUSCO/v9/fungi_odb9/ -m genome -c 4 -t /scratch/978385_8/ -sp batrachochytrium_dendrobatidis_G2
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG092C00SU	Complete	scaffold_48	86783	92462	314.6	658
EOG092C00WD	Complete	scaffold_335	3303	18356	1617.1	1409
EOG092C02J3	Complete	scaffold_43	95659	102115	1330.8	1189
EOG092C038B	Complete	scaffold_48	46097	51955	553.7	625
EOG092C03KT	Complete	scaffold_162	18431	25014	417.5	565
EOG092C07CA	Complete	scaffold_117	41289	45191	402.6	582
EOG092C08KH	Complete	scaffold_26	2974	9213	1232.7	909
EOG092C097K	Complete	scaffold_89	8427	13749	735.0	610
EOG092C0B3U	Complete	scaffold_7	179485	190013	437.7	493
EOG092C0BAH	Complete	scaffold_27	17402	24174	680.8	727
EOG092C0BPW	Complete	scaffold_100	15482	19935	354.8	429
EOG092C0C5J	Complete	scaffold_19	5116	9577	1276.7	940
EOG092C0C7Z	Fragmented	scaffold_48	49215	59549	106.1	234
EOG092C0CHR	Complete	scaffold_272	9351	13111	1190.6	826
EOG092C0CZK	Complete	scaffold_213	191	5989	335.9	700
EOG092C0F0X	Fragmented	scaffold_2270	1	1750	566.2	393
EOG092C0I1P	Complete	scaffold_241	16240	19998	735.0	554
EOG092C0JYF	Complete	scaffold_498	8	7275	482.5	732
EOG092C0K4D	Complete	scaffold_376	12115	15263	684.1	648
EOG092C0KG1	Complete	scaffold_44	17360	22480	340.3	487
EOG092C0KYA	Complete	scaffold_318	15311	17392	279.8	370
EOG092C0N3X	Complete	scaffold_15	155804	159575	517.0	487
EOG092C0OA7	Fragmented	scaffold_2106	1	2076	190.6	288
EOG092C0P21	Fragmented	scaffold_2421	1	1595	481.9	348
EOG092C0QZM	Complete	scaffold_39	77928	81433	876.8	805
EOG092C0RGR	Complete	scaffold_72	52824	56209	730.1	660
EOG092C0ROF	Duplicated	scaffold_113	51668	59677	317.8	334
EOG092C0ROF	Duplicated	scaffold_669	695	5592	312.6	394
EOG092C0ST1	Duplicated	scaffold_506	7466	9289	717.9	433
EOG092C0ST1	Duplicated	scaffold_62	13882	16673	783.4	541
EOG092C0TYK	Complete	scaffold_252	1549	3704	284.3	259
EOG092C0U5S	Complete	scaffold_92	54693	58602	377.6	573
EOG092C0UR7	Complete	scaffold_391	13250	16594	489.0	389
EOG092C0VEN	Complete	scaffold_50	14418	19112	364.1	453
EOG092C0WBD	Complete	scaffold_191	6245	8714	607.7	484
EOG092C0WZC	Duplicated	scaffold_269	4074	6397	441.5	375
EOG092C0WZC	Duplicated	scaffold_656	4068	6367	442.0	382
